LinkId,Timestamp,UtilizationPct,OpticalPowerDbm,BitErrorRate,LatencyMs
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:10:00.000Z,26.1,-1.5,1.512e-12,0.6
LINK-MEL-AGG-EAST-01,2026-02-05T15:10:00.000Z,27.3,-1.7,2.061e-12,0.5
LINK-MEL-AGG-WEST-01,2026-02-05T15:10:00.000Z,31.6,-1.8,1.333e-12,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:10:00.000Z,23.4,-1.2,1.289e-12,1.4
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:10:00.000Z,24.3,-1.3,1.949e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:15:00.000Z,38.6,-2.8,6.289e-12,8.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:15:00.000Z,24.0,-3.8,1.886e-12,9.0
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:15:00.000Z,46.2,-2.6,1.359e-12,15.0
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:15:00.000Z,35.9,-2.9,3.780e-12,15.7
LINK-SYD-AGG-NORTH-01,2026-02-05T15:15:00.000Z,31.2,-1.7,4.495e-13,1.3
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:15:00.000Z,29.5,-1.6,6.941e-13,0.5
LINK-MEL-AGG-EAST-01,2026-02-05T15:15:00.000Z,31.8,-1.5,1.000e-14,2.1
LINK-MEL-AGG-WEST-01,2026-02-05T15:15:00.000Z,18.4,-1.8,1.036e-12,2.2
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:15:00.000Z,14.3,-1.1,9.220e-13,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:15:00.000Z,19.9,-1.4,1.383e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:20:00.000Z,43.7,-2.1,3.623e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:20:00.000Z,16.5,-3.5,3.695e-12,5.0
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:20:00.000Z,35.4,-3.2,1.595e-12,9.1
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:20:00.000Z,44.4,-2.7,2.150e-12,15.8
LINK-SYD-AGG-NORTH-01,2026-02-05T15:20:00.000Z,36.9,-1.9,1.107e-12,1.6
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:20:00.000Z,40.0,-1.6,1.020e-12,2.4
LINK-MEL-AGG-EAST-01,2026-02-05T15:20:00.000Z,38.7,-1.8,3.911e-12,1.3
LINK-MEL-AGG-WEST-01,2026-02-05T15:20:00.000Z,33.3,-0.7,1.575e-12,1.2
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:20:00.000Z,21.9,-1.5,9.964e-13,1.4
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:20:00.000Z,21.9,-1.8,8.442e-13,0.8
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:25:00.000Z,45.5,-3.9,2.564e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:25:00.000Z,16.8,-3.2,2.707e-12,12.1
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:25:00.000Z,52.7,-2.1,5.203e-13,11.3
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:25:00.000Z,23.3,-2.5,2.764e-13,15.6
LINK-SYD-AGG-NORTH-01,2026-02-05T15:25:00.000Z,26.1,-2.1,7.065e-13,0.6
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:25:00.000Z,34.4,-1.7,1.315e-12,1.5
LINK-MEL-AGG-EAST-01,2026-02-05T15:25:00.000Z,32.4,-1.2,9.644e-13,1.0
LINK-MEL-AGG-WEST-01,2026-02-05T15:25:00.000Z,21.4,-0.9,4.927e-13,2.2
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:25:00.000Z,31.3,-1.3,1.207e-12,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:25:00.000Z,26.3,-1.3,9.056e-13,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:30:00.000Z,57.9,-2.7,4.605e-14,4.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:30:00.000Z,25.4,-2.8,6.798e-12,8.9
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:30:00.000Z,25.9,-2.3,1.000e-14,11.9
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:30:00.000Z,33.3,-2.5,4.647e-12,17.3
LINK-SYD-AGG-NORTH-01,2026-02-05T15:30:00.000Z,30.8,-1.4,8.306e-13,2.0
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:30:00.000Z,34.6,-1.6,1.449e-12,0.6
LINK-MEL-AGG-EAST-01,2026-02-05T15:30:00.000Z,38.2,-1.5,3.905e-12,1.1
LINK-MEL-AGG-WEST-01,2026-02-05T15:30:00.000Z,30.1,-1.5,1.597e-12,1.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:30:00.000Z,17.6,-1.4,6.910e-13,0.7
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:30:00.000Z,22.6,-1.7,1.050e-12,1.9
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:35:00.000Z,42.5,-3.6,5.277e-12,4.5
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:35:00.000Z,22.6,-3.0,6.464e-12,3.9
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:35:00.000Z,28.8,-2.4,3.174e-12,10.1
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:35:00.000Z,30.2,-2.3,2.089e-12,10.6
LINK-SYD-AGG-NORTH-01,2026-02-05T15:35:00.000Z,35.1,-1.7,7.860e-13,0.9
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:35:00.000Z,30.0,-1.5,7.477e-13,1.4
LINK-MEL-AGG-EAST-01,2026-02-05T15:35:00.000Z,27.6,-1.1,1.348e-12,0.9
LINK-MEL-AGG-WEST-01,2026-02-05T15:35:00.000Z,32.0,-1.4,9.900e-13,2.0
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:35:00.000Z,16.0,-1.2,5.951e-13,1.2
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:35:00.000Z,19.4,-1.7,1.217e-12,1.4
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:40:00.000Z,61.7,-3.6,3.507e-12,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:40:00.000Z,22.1,-3.3,5.735e-12,6.4
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:40:00.000Z,47.0,-3.4,4.714e-12,7.2
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:40:00.000Z,27.4,-2.8,3.399e-12,11.2
LINK-SYD-AGG-NORTH-01,2026-02-05T15:40:00.000Z,26.1,-1.5,1.374e-12,1.2
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:40:00.000Z,29.9,-1.8,2.756e-14,0.8
LINK-MEL-AGG-EAST-01,2026-02-05T15:40:00.000Z,23.4,-1.0,4.096e-12,0.9
LINK-MEL-AGG-WEST-01,2026-02-05T15:40:00.000Z,29.4,-2.0,1.068e-12,1.3
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:40:00.000Z,21.8,-1.2,6.295e-13,1.6
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:40:00.000Z,21.2,-0.9,1.515e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:45:00.000Z,37.4,-2.8,3.346e-13,9.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:45:00.000Z,31.7,-2.7,5.575e-12,9.4
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:45:00.000Z,36.0,-2.3,1.393e-12,12.0
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:45:00.000Z,31.3,-2.7,1.815e-12,14.5
LINK-SYD-AGG-NORTH-01,2026-02-05T15:45:00.000Z,30.3,-1.6,6.213e-13,1.4
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:45:00.000Z,26.0,-1.4,1.320e-12,1.0
LINK-MEL-AGG-EAST-01,2026-02-05T15:45:00.000Z,37.2,-1.4,1.527e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-05T15:45:00.000Z,28.2,-1.7,1.959e-12,1.4
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:45:00.000Z,21.5,-1.4,8.857e-13,0.7
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:45:00.000Z,22.3,-1.6,2.138e-12,1.8
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:50:00.000Z,46.9,-2.9,9.575e-13,5.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:50:00.000Z,18.7,-2.8,5.729e-12,7.0
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:50:00.000Z,42.1,-2.1,2.782e-12,8.3
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:50:00.000Z,23.6,-3.3,3.702e-12,18.7
LINK-SYD-AGG-NORTH-01,2026-02-05T15:50:00.000Z,20.3,-1.5,1.044e-12,1.5
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:50:00.000Z,37.0,-1.9,5.042e-13,0.9
LINK-MEL-AGG-EAST-01,2026-02-05T15:50:00.000Z,41.2,-1.1,2.314e-12,0.7
LINK-MEL-AGG-WEST-01,2026-02-05T15:50:00.000Z,18.6,-1.3,4.845e-13,0.7
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:50:00.000Z,20.5,-1.1,1.005e-12,1.3
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:50:00.000Z,27.8,-0.8,1.220e-12,0.6
LINK-SYD-MEL-FIBRE-01,2026-02-05T15:55:00.000Z,55.1,-2.6,3.201e-12,10.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T15:55:00.000Z,29.6,-2.9,7.305e-12,7.0
LINK-SYD-BNE-FIBRE-01,2026-02-05T15:55:00.000Z,47.7,-3.0,1.409e-12,14.4
LINK-MEL-BNE-FIBRE-01,2026-02-05T15:55:00.000Z,31.1,-3.5,2.166e-12,12.7
LINK-SYD-AGG-NORTH-01,2026-02-05T15:55:00.000Z,34.7,-1.4,1.489e-12,0.8
LINK-SYD-AGG-SOUTH-01,2026-02-05T15:55:00.000Z,29.2,-1.7,1.020e-12,0.7
LINK-MEL-AGG-EAST-01,2026-02-05T15:55:00.000Z,32.0,-1.5,1.485e-12,1.2
LINK-MEL-AGG-WEST-01,2026-02-05T15:55:00.000Z,28.4,-1.7,1.510e-12,1.3
LINK-BNE-AGG-CENTRAL-01,2026-02-05T15:55:00.000Z,21.0,-1.1,6.469e-13,0.9
LINK-BNE-AGG-SOUTH-01,2026-02-05T15:55:00.000Z,22.7,-2.1,2.024e-12,2.6
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:00:00.000Z,41.7,-2.8,3.834e-13,3.1
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:00:00.000Z,27.4,-3.7,5.800e-12,5.7
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:00:00.000Z,43.3,-2.7,1.449e-12,14.8
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:00:00.000Z,36.2,-2.8,3.597e-12,12.0
LINK-SYD-AGG-NORTH-01,2026-02-05T16:00:00.000Z,33.1,-1.5,1.618e-12,1.8
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:00:00.000Z,32.7,-2.1,1.457e-13,0.8
LINK-MEL-AGG-EAST-01,2026-02-05T16:00:00.000Z,29.8,-1.0,3.451e-12,0.9
LINK-MEL-AGG-WEST-01,2026-02-05T16:00:00.000Z,32.0,-1.8,1.823e-12,0.6
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:00:00.000Z,21.7,-1.4,1.457e-12,0.9
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:00:00.000Z,24.6,-1.7,1.257e-12,1.1
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:05:00.000Z,47.4,-3.1,5.283e-12,9.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:05:00.000Z,22.4,-2.3,2.663e-12,7.4
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:05:00.000Z,39.7,-2.9,1.923e-12,16.0
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:05:00.000Z,26.1,-2.7,3.918e-12,17.9
LINK-SYD-AGG-NORTH-01,2026-02-05T16:05:00.000Z,22.9,-1.5,1.786e-12,1.9
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:05:00.000Z,31.9,-1.1,1.313e-12,0.5
LINK-MEL-AGG-EAST-01,2026-02-05T16:05:00.000Z,36.6,-1.6,2.054e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-05T16:05:00.000Z,26.4,-1.7,1.765e-12,1.9
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:05:00.000Z,27.8,-1.5,6.074e-13,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:05:00.000Z,15.8,-1.6,7.474e-13,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:10:00.000Z,71.8,-1.9,1.908e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:10:00.000Z,27.3,-3.0,4.681e-12,5.3
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:10:00.000Z,39.4,-2.1,2.823e-12,13.3
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:10:00.000Z,24.9,-2.8,2.630e-12,16.4
LINK-SYD-AGG-NORTH-01,2026-02-05T16:10:00.000Z,32.3,-1.5,1.313e-12,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:10:00.000Z,35.2,-2.0,9.538e-13,1.1
LINK-MEL-AGG-EAST-01,2026-02-05T16:10:00.000Z,30.9,-1.4,2.492e-12,1.2
LINK-MEL-AGG-WEST-01,2026-02-05T16:10:00.000Z,25.2,-1.6,1.234e-12,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:10:00.000Z,13.0,-1.2,9.765e-13,1.3
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:10:00.000Z,22.5,-1.3,1.148e-12,1.0
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:15:00.000Z,45.4,-3.2,4.467e-12,7.9
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:15:00.000Z,28.4,-3.2,1.000e-14,7.8
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:15:00.000Z,33.2,-3.0,1.830e-12,15.2
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:15:00.000Z,39.4,-2.4,1.750e-12,12.9
LINK-SYD-AGG-NORTH-01,2026-02-05T16:15:00.000Z,37.6,-0.9,3.596e-13,1.3
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:15:00.000Z,24.8,-1.5,1.742e-12,1.1
LINK-MEL-AGG-EAST-01,2026-02-05T16:15:00.000Z,34.1,-1.0,2.239e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-05T16:15:00.000Z,23.1,-1.5,1.022e-12,0.8
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:15:00.000Z,20.0,-1.3,7.601e-13,1.5
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:15:00.000Z,22.8,-1.1,9.982e-13,0.9
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:20:00.000Z,46.3,-2.2,2.635e-12,10.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:20:00.000Z,27.6,-2.7,6.677e-12,6.6
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:20:00.000Z,39.9,-2.1,3.390e-12,13.0
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:20:00.000Z,34.0,-3.1,2.531e-12,12.6
LINK-SYD-AGG-NORTH-01,2026-02-05T16:20:00.000Z,38.1,-1.7,3.493e-13,2.1
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:20:00.000Z,28.3,-1.5,4.338e-13,0.8
LINK-MEL-AGG-EAST-01,2026-02-05T16:20:00.000Z,33.6,-0.9,1.408e-12,1.4
LINK-MEL-AGG-WEST-01,2026-02-05T16:20:00.000Z,25.9,-1.4,5.501e-13,1.1
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:20:00.000Z,25.6,-1.5,5.506e-13,1.7
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:20:00.000Z,17.5,-1.8,5.009e-13,1.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:25:00.000Z,69.5,-3.7,1.951e-12,6.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:25:00.000Z,26.4,-3.4,3.842e-12,8.4
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:25:00.000Z,39.8,-1.8,2.064e-12,15.5
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:25:00.000Z,35.2,-2.5,2.779e-12,10.9
LINK-SYD-AGG-NORTH-01,2026-02-05T16:25:00.000Z,31.2,-1.4,9.512e-13,1.2
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:25:00.000Z,36.1,-1.5,6.370e-13,0.6
LINK-MEL-AGG-EAST-01,2026-02-05T16:25:00.000Z,34.0,-1.2,3.279e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-05T16:25:00.000Z,38.5,-1.4,7.887e-13,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:25:00.000Z,25.4,-1.1,1.053e-12,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:25:00.000Z,24.8,-1.4,9.810e-13,1.3
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:30:00.000Z,64.6,-2.8,1.786e-12,3.0
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:30:00.000Z,32.4,-3.7,3.730e-12,9.8
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:30:00.000Z,39.5,-2.5,1.764e-12,7.5
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:30:00.000Z,31.5,-2.6,5.228e-12,13.4
LINK-SYD-AGG-NORTH-01,2026-02-05T16:30:00.000Z,36.4,-1.9,1.451e-12,0.6
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:30:00.000Z,25.7,-1.5,9.310e-13,0.8
LINK-MEL-AGG-EAST-01,2026-02-05T16:30:00.000Z,31.7,-1.8,3.811e-12,0.8
LINK-MEL-AGG-WEST-01,2026-02-05T16:30:00.000Z,29.4,-1.4,7.177e-13,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:30:00.000Z,24.6,-0.8,7.578e-13,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:30:00.000Z,20.2,-1.3,3.065e-13,0.7
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:35:00.000Z,49.1,-2.9,2.505e-12,6.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:35:00.000Z,15.1,-3.4,3.830e-12,7.0
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:35:00.000Z,39.9,-3.0,1.716e-12,14.0
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:35:00.000Z,26.6,-1.7,3.222e-12,16.2
LINK-SYD-AGG-NORTH-01,2026-02-05T16:35:00.000Z,27.1,-1.7,7.361e-13,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:35:00.000Z,29.7,-1.7,1.079e-12,1.0
LINK-MEL-AGG-EAST-01,2026-02-05T16:35:00.000Z,22.3,-1.5,1.581e-12,1.6
LINK-MEL-AGG-WEST-01,2026-02-05T16:35:00.000Z,26.4,-1.7,8.428e-13,1.1
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:35:00.000Z,19.5,-1.5,1.268e-12,0.9
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:35:00.000Z,19.4,-1.6,7.107e-13,1.1
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:40:00.000Z,45.6,-2.0,3.436e-12,4.3
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:40:00.000Z,28.5,-3.1,5.130e-12,7.9
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:40:00.000Z,36.2,-2.8,3.063e-12,12.5
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:40:00.000Z,34.8,-2.7,2.094e-12,15.1
LINK-SYD-AGG-NORTH-01,2026-02-05T16:40:00.000Z,35.9,-1.3,4.525e-13,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:40:00.000Z,25.7,-1.6,3.447e-13,1.2
LINK-MEL-AGG-EAST-01,2026-02-05T16:40:00.000Z,37.0,-1.3,5.264e-13,0.8
LINK-MEL-AGG-WEST-01,2026-02-05T16:40:00.000Z,33.3,-1.8,1.432e-12,0.9
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:40:00.000Z,16.7,-1.3,1.172e-12,1.2
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:40:00.000Z,16.5,-1.7,1.544e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:45:00.000Z,41.3,-3.1,2.282e-12,7.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:45:00.000Z,24.7,-4.5,3.689e-12,8.2
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:45:00.000Z,41.9,-2.8,2.172e-12,11.4
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:45:00.000Z,38.7,-3.0,3.543e-12,16.2
LINK-SYD-AGG-NORTH-01,2026-02-05T16:45:00.000Z,35.0,-0.8,4.893e-13,0.9
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:45:00.000Z,32.1,-1.6,1.363e-12,0.8
LINK-MEL-AGG-EAST-01,2026-02-05T16:45:00.000Z,25.8,-0.6,2.834e-12,1.3
LINK-MEL-AGG-WEST-01,2026-02-05T16:45:00.000Z,23.2,-1.7,6.006e-13,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:45:00.000Z,24.3,-1.0,1.056e-12,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:45:00.000Z,18.8,-1.1,1.115e-12,2.0
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:50:00.000Z,60.2,-2.0,6.431e-13,7.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:50:00.000Z,16.2,-3.8,7.418e-12,8.6
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:50:00.000Z,47.2,-2.6,1.131e-12,14.6
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:50:00.000Z,39.4,-2.6,3.631e-12,13.1
LINK-SYD-AGG-NORTH-01,2026-02-05T16:50:00.000Z,20.1,-0.9,1.141e-12,1.6
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:50:00.000Z,31.7,-1.7,1.392e-12,0.5
LINK-MEL-AGG-EAST-01,2026-02-05T16:50:00.000Z,31.7,-1.6,1.606e-12,1.9
LINK-MEL-AGG-WEST-01,2026-02-05T16:50:00.000Z,12.0,-1.4,6.898e-13,1.7
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:50:00.000Z,22.3,-1.0,7.615e-13,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:50:00.000Z,19.4,-1.2,3.442e-13,1.1
LINK-SYD-MEL-FIBRE-01,2026-02-05T16:55:00.000Z,47.9,-3.8,2.558e-12,4.7
LINK-SYD-MEL-FIBRE-02,2026-02-05T16:55:00.000Z,28.0,-3.0,4.125e-12,4.8
LINK-SYD-BNE-FIBRE-01,2026-02-05T16:55:00.000Z,42.3,-2.0,3.174e-12,10.2
LINK-MEL-BNE-FIBRE-01,2026-02-05T16:55:00.000Z,31.8,-2.5,7.279e-12,8.1
LINK-SYD-AGG-NORTH-01,2026-02-05T16:55:00.000Z,30.5,-1.9,1.425e-12,0.5
LINK-SYD-AGG-SOUTH-01,2026-02-05T16:55:00.000Z,30.5,-1.6,7.823e-13,1.6
LINK-MEL-AGG-EAST-01,2026-02-05T16:55:00.000Z,37.6,-1.7,3.109e-13,1.3
LINK-MEL-AGG-WEST-01,2026-02-05T16:55:00.000Z,31.3,-1.7,7.021e-13,1.0
LINK-BNE-AGG-CENTRAL-01,2026-02-05T16:55:00.000Z,32.7,-1.0,1.366e-12,0.5
LINK-BNE-AGG-SOUTH-01,2026-02-05T16:55:00.000Z,22.2,-1.0,2.405e-13,1.4
LINK-SYD-MEL-FIBRE-01,2026-02-05T17:00:00.000Z,51.7,-1.7,5.465e-12,2.4
LINK-SYD-MEL-FIBRE-02,2026-02-05T17:00:00.000Z,25.2,-2.9,3.629e-12,6.5
LINK-SYD-BNE-FIBRE-01,2026-02-05T17:00:00.000Z,43.2,-2.0,2.020e-12,16.1
LINK-MEL-BNE-FIBRE-01,2026-02-05T17:00:00.000Z,40.4,-2.0,3.292e-12,15.8
LINK-SYD-AGG-NORTH-01,2026-02-05T17:00:00.000Z,31.1,-1.4,1.541e-12,0.8
LINK-SYD-AGG-SOUTH-01,2026-02-05T17:00:00.000Z,29.7,-1.9,5.962e-13,0.9
LINK-MEL-AGG-EAST-01,2026-02-05T17:00:00.000Z,36.0,-1.5,3.251e-12,1.3
LINK-MEL-AGG-WEST-01,2026-02-05T17:00:00.000Z,28.2,-2.1,5.497e-13,1.2
LINK-BNE-AGG-CENTRAL-01,2026-02-05T17:00:00.000Z,26.5,-1.3,9.535e-13,1.0
LINK-BNE-AGG-SOUTH-01,2026-02-05T17:00:00.000Z,23.0,-1.9,2.693e-13,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T17:05:00.000Z,40.7,-2.3,3.664e-12,4.8
LINK-SYD-MEL-FIBRE-02,2026-02-05T17:05:00.000Z,12.9,-2.9,4.164e-12,10.0
LINK-SYD-BNE-FIBRE-01,2026-02-05T17:05:00.000Z,36.8,-1.9,4.160e-12,13.8
LINK-MEL-BNE-FIBRE-01,2026-02-05T17:05:00.000Z,40.2,-3.1,3.580e-12,15.9
LINK-SYD-AGG-NORTH-01,2026-02-05T17:05:00.000Z,32.0,-1.2,1.205e-12,1.0
LINK-SYD-AGG-SOUTH-01,2026-02-05T17:05:00.000Z,33.7,-1.3,4.484e-13,0.5
LINK-MEL-AGG-EAST-01,2026-02-05T17:05:00.000Z,32.9,-1.2,2.044e-12,1.0
LINK-MEL-AGG-WEST-01,2026-02-05T17:05:00.000Z,27.0,-1.8,4.006e-13,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T17:05:00.000Z,13.5,-1.3,1.064e-12,1.1
LINK-BNE-AGG-SOUTH-01,2026-02-05T17:05:00.000Z,22.2,-1.2,1.451e-12,0.5
LINK-SYD-MEL-FIBRE-01,2026-02-05T17:10:00.000Z,67.4,-2.7,3.520e-12,6.2
LINK-SYD-MEL-FIBRE-02,2026-02-05T17:10:00.000Z,26.1,-3.0,2.004e-12,6.6
LINK-SYD-BNE-FIBRE-01,2026-02-05T17:10:00.000Z,40.5,-2.6,2.122e-12,14.0
LINK-MEL-BNE-FIBRE-01,2026-02-05T17:10:00.000Z,34.0,-2.6,2.691e-12,16.8
LINK-SYD-AGG-NORTH-01,2026-02-05T17:10:00.000Z,29.4,-1.3,1.690e-12,1.1
LINK-SYD-AGG-SOUTH-01,2026-02-05T17:10:00.000Z,23.9,-1.3,4.742e-13,0.6
LINK-MEL-AGG-EAST-01,2026-02-05T17:10:00.000Z,23.4,-1.4,2.899e-12,1.2
LINK-MEL-AGG-WEST-01,2026-02-05T17:10:00.000Z,28.3,-1.4,1.000e-14,0.5
LINK-BNE-AGG-CENTRAL-01,2026-02-05T17:10:00.000Z,23.8,-1.5,9.689e-13,1.0
LINK-BNE-AGG-SOUTH-01,2026-02-05T17:10:00.000Z,22.1,-1.9,1.372e-13,1.2
LINK-SYD-MEL-FIBRE-01,2026-02-05T17:15:00.000Z,64.0,-2.5,2.373e-12,5.6
