ReadingId,Timestamp,SensorId,SensorType,Value,Unit,Status
RD-20260205-323766,2026-02-05T12:35:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,29.1,°C,NORMAL
RD-20260205-531897,2026-02-05T12:35:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,32.7,%,NORMAL
RD-20260205-150540,2026-02-05T12:35:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,34.3,°C,NORMAL
RD-20260205-901950,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-565979,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260205-950660,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.4,dBm,NORMAL
RD-20260205-596707,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-844809,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-655608,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260205-261584,2026-02-05T12:40:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-494668,2026-02-05T12:40:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-563706,2026-02-05T12:40:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.0,dBm,NORMAL
RD-20260205-381220,2026-02-05T12:40:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260205-778160,2026-02-05T12:40:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.5,dBm,NORMAL
RD-20260205-951727,2026-02-05T12:40:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,34.8,°C,NORMAL
RD-20260205-990342,2026-02-05T12:40:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,38.5,%,NORMAL
RD-20260205-660566,2026-02-05T12:40:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.2,°C,NORMAL
RD-20260205-464715,2026-02-05T12:40:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,20.4,%,NORMAL
RD-20260205-335933,2026-02-05T12:40:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,29.7,°C,NORMAL
RD-20260205-617113,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260205-227823,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.7,dBm,NORMAL
RD-20260205-479798,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-962468,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-763364,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-317905,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.6,dBm,NORMAL
RD-20260205-294795,2026-02-05T12:45:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-635271,2026-02-05T12:45:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-138094,2026-02-05T12:45:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-354210,2026-02-05T12:45:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260205-346659,2026-02-05T12:45:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-172252,2026-02-05T12:45:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,41.6,°C,NORMAL
RD-20260205-202950,2026-02-05T12:45:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,31.7,%,NORMAL
RD-20260205-807365,2026-02-05T12:45:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,35.9,°C,NORMAL
RD-20260205-683566,2026-02-05T12:45:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,33.5,%,NORMAL
RD-20260205-419403,2026-02-05T12:45:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,35.1,°C,NORMAL
RD-20260205-651194,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.8,dBm,NORMAL
RD-20260205-146942,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.8,dBm,NORMAL
RD-20260205-189117,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.3,dBm,NORMAL
RD-20260205-340464,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-939973,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-517795,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260205-735005,2026-02-05T12:50:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-972462,2026-02-05T12:50:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-129492,2026-02-05T12:50:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-11.4,dBm,NORMAL
RD-20260205-758443,2026-02-05T12:50:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-163156,2026-02-05T12:50:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-171319,2026-02-05T12:50:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,31.5,°C,NORMAL
RD-20260205-469184,2026-02-05T12:50:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,43.9,%,NORMAL
RD-20260205-032377,2026-02-05T12:50:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,30.1,°C,NORMAL
RD-20260205-233250,2026-02-05T12:50:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,32.6,%,NORMAL
RD-20260205-718366,2026-02-05T12:50:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,33.7,°C,NORMAL
RD-20260205-063156,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260205-528373,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.7,dBm,NORMAL
RD-20260205-816779,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.1,dBm,NORMAL
RD-20260205-831420,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-434313,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-380632,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-259369,2026-02-05T12:55:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-12.0,dBm,NORMAL
RD-20260205-531607,2026-02-05T12:55:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260205-101690,2026-02-05T12:55:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-9.7,dBm,NORMAL
RD-20260205-555678,2026-02-05T12:55:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260205-700188,2026-02-05T12:55:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-000487,2026-02-05T12:55:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,30.9,°C,NORMAL
RD-20260205-299332,2026-02-05T12:55:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,48.0,%,NORMAL
RD-20260205-537389,2026-02-05T12:55:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.7,°C,NORMAL
RD-20260205-767870,2026-02-05T12:55:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,7.4,%,NORMAL
RD-20260205-784714,2026-02-05T12:55:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,35.4,°C,NORMAL
RD-20260205-993620,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-960911,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.4,dBm,NORMAL
RD-20260205-185413,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-942695,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-090259,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-738247,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260205-496912,2026-02-05T13:00:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260205-135708,2026-02-05T13:00:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260205-116006,2026-02-05T13:00:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-200241,2026-02-05T13:00:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260205-545310,2026-02-05T13:00:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-442393,2026-02-05T13:00:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,30.5,°C,NORMAL
RD-20260205-772254,2026-02-05T13:00:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,36.7,%,NORMAL
RD-20260205-667873,2026-02-05T13:00:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,29.5,°C,NORMAL
RD-20260205-797946,2026-02-05T13:00:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,34.0,%,NORMAL
RD-20260205-497026,2026-02-05T13:00:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,29.0,°C,NORMAL
RD-20260205-799787,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-767051,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.8,dBm,NORMAL
RD-20260205-328638,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-723092,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-150616,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-741309,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.4,dBm,NORMAL
RD-20260205-740777,2026-02-05T13:05:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.5,dBm,NORMAL
RD-20260205-731663,2026-02-05T13:05:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260205-598469,2026-02-05T13:05:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.3,dBm,NORMAL
RD-20260205-595996,2026-02-05T13:05:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260205-715759,2026-02-05T13:05:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-249532,2026-02-05T13:05:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,33.4,°C,NORMAL
RD-20260205-766479,2026-02-05T13:05:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,21.3,%,NORMAL
RD-20260205-351137,2026-02-05T13:05:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,27.4,°C,NORMAL
RD-20260205-497964,2026-02-05T13:05:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,43.1,%,NORMAL
RD-20260205-457102,2026-02-05T13:05:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,36.8,°C,NORMAL
RD-20260205-692509,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.1,dBm,NORMAL
RD-20260205-810065,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.4,dBm,NORMAL
RD-20260205-286814,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-099996,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-909666,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-861010,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-765939,2026-02-05T13:10:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.0,dBm,NORMAL
RD-20260205-365004,2026-02-05T13:10:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260205-804126,2026-02-05T13:10:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-691353,2026-02-05T13:10:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260205-940142,2026-02-05T13:10:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260205-333191,2026-02-05T13:10:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,35.8,°C,NORMAL
RD-20260205-650945,2026-02-05T13:10:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,50.0,%,NORMAL
RD-20260205-047899,2026-02-05T13:10:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,32.6,°C,NORMAL
RD-20260205-098873,2026-02-05T13:10:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,15.1,%,NORMAL
RD-20260205-228997,2026-02-05T13:10:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,36.0,°C,NORMAL
RD-20260205-085131,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260205-705200,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.1,dBm,NORMAL
RD-20260205-219553,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-624145,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-550818,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-669448,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-526735,2026-02-05T13:15:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-612885,2026-02-05T13:15:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-9.4,dBm,NORMAL
RD-20260205-815293,2026-02-05T13:15:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-9.5,dBm,NORMAL
RD-20260205-822215,2026-02-05T13:15:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-9.5,dBm,NORMAL
RD-20260205-257212,2026-02-05T13:15:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-9.8,dBm,NORMAL
RD-20260205-138785,2026-02-05T13:15:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,24.5,°C,NORMAL
RD-20260205-769067,2026-02-05T13:15:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,32.8,%,NORMAL
RD-20260205-166240,2026-02-05T13:15:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,33.4,°C,NORMAL
RD-20260205-243844,2026-02-05T13:15:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,38.9,%,NORMAL
RD-20260205-743137,2026-02-05T13:15:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,31.8,°C,NORMAL
RD-20260205-078711,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.0,dBm,NORMAL
RD-20260205-918823,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.6,dBm,NORMAL
RD-20260205-801619,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-847607,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-619371,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-596746,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-11.3,dBm,NORMAL
RD-20260205-896398,2026-02-05T13:20:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-047111,2026-02-05T13:20:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.9,dBm,NORMAL
RD-20260205-576790,2026-02-05T13:20:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-9.1,dBm,NORMAL
RD-20260205-574835,2026-02-05T13:20:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.3,dBm,NORMAL
RD-20260205-506877,2026-02-05T13:20:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-361722,2026-02-05T13:20:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,28.3,°C,NORMAL
RD-20260205-459683,2026-02-05T13:20:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,36.7,%,NORMAL
RD-20260205-883073,2026-02-05T13:20:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,32.8,°C,NORMAL
RD-20260205-652936,2026-02-05T13:20:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,30.2,%,NORMAL
RD-20260205-010824,2026-02-05T13:20:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,27.0,°C,NORMAL
RD-20260205-164136,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260205-150219,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-12.1,dBm,NORMAL
RD-20260205-166131,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-604277,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-792843,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-524629,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-9.9,dBm,NORMAL
RD-20260205-619914,2026-02-05T13:25:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-030955,2026-02-05T13:25:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-428360,2026-02-05T13:25:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.6,dBm,NORMAL
RD-20260205-904332,2026-02-05T13:25:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-285410,2026-02-05T13:25:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.4,dBm,NORMAL
RD-20260205-394244,2026-02-05T13:25:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,32.8,°C,NORMAL
RD-20260205-944945,2026-02-05T13:25:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,31.1,%,NORMAL
RD-20260205-024661,2026-02-05T13:25:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,32.8,°C,NORMAL
RD-20260205-957501,2026-02-05T13:25:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,19.7,%,NORMAL
RD-20260205-015440,2026-02-05T13:25:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,32.9,°C,NORMAL
RD-20260205-622656,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-9.7,dBm,NORMAL
RD-20260205-433649,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-092318,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.7,dBm,NORMAL
RD-20260205-966652,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-669836,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-691890,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-11.1,dBm,NORMAL
RD-20260205-126312,2026-02-05T13:30:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-101229,2026-02-05T13:30:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260205-944199,2026-02-05T13:30:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-675282,2026-02-05T13:30:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-523107,2026-02-05T13:30:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-077946,2026-02-05T13:30:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,33.5,°C,NORMAL
RD-20260205-254695,2026-02-05T13:30:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,37.5,%,NORMAL
RD-20260205-396504,2026-02-05T13:30:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,32.5,°C,NORMAL
RD-20260205-202376,2026-02-05T13:30:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,51.7,%,NORMAL
RD-20260205-181890,2026-02-05T13:30:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,32.1,°C,NORMAL
RD-20260205-492738,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.2,dBm,NORMAL
RD-20260205-315098,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.9,dBm,NORMAL
RD-20260205-135691,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-10.8,dBm,NORMAL
RD-20260205-808348,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-958828,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-774703,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-10.5,dBm,NORMAL
RD-20260205-138722,2026-02-05T13:35:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-697576,2026-02-05T13:35:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-10.7,dBm,NORMAL
RD-20260205-628357,2026-02-05T13:35:00+00:00,SENS-SYD-BNE-F1-OPT-002,OpticalPower,-10.2,dBm,NORMAL
RD-20260205-321806,2026-02-05T13:35:00+00:00,SENS-MEL-BNE-F1-OPT-001,OpticalPower,-11.0,dBm,NORMAL
RD-20260205-759459,2026-02-05T13:35:00+00:00,SENS-MEL-BNE-F1-OPT-002,OpticalPower,-10.0,dBm,NORMAL
RD-20260205-934701,2026-02-05T13:35:00+00:00,SENS-CORE-SYD-01-TEMP-001,Temperature,33.5,°C,NORMAL
RD-20260205-696776,2026-02-05T13:35:00+00:00,SENS-CORE-SYD-01-CPU-001,CPULoad,18.2,%,NORMAL
RD-20260205-285514,2026-02-05T13:35:00+00:00,SENS-CORE-MEL-01-TEMP-001,Temperature,28.6,°C,NORMAL
RD-20260205-537553,2026-02-05T13:35:00+00:00,SENS-CORE-MEL-01-CPU-001,CPULoad,49.0,%,NORMAL
RD-20260205-209594,2026-02-05T13:35:00+00:00,SENS-CORE-BNE-01-TEMP-001,Temperature,33.1,°C,NORMAL
RD-20260205-741296,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F1-OPT-001,OpticalPower,-10.3,dBm,NORMAL
RD-20260205-620407,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F1-OPT-002,OpticalPower,-11.9,dBm,NORMAL
RD-20260205-422988,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F1-OPT-003,OpticalPower,-11.4,dBm,NORMAL
RD-20260205-455401,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F1-BER-001,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-484567,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F1-BER-002,BitErrorRate,0.0,ratio,NORMAL
RD-20260205-592592,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F2-OPT-001,OpticalPower,-11.2,dBm,NORMAL
RD-20260205-201512,2026-02-05T13:40:00+00:00,SENS-SYD-MEL-F2-OPT-002,OpticalPower,-11.3,dBm,NORMAL
RD-20260205-499555,2026-02-05T13:40:00+00:00,SENS-SYD-BNE-F1-OPT-001,OpticalPower,-9.6,dBm,NORMAL
