AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260205-863794,2026-02-05T09:40:17.780Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,1.171e-11,37.5,0.074
ALT-20260205-448801,2026-02-05T09:40:41.699Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.1,6.281e-12,38.6,0.448
ALT-20260205-230882,2026-02-05T09:42:44.812Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,8.093e-12,41.7,0.433
ALT-20260205-903708,2026-02-05T09:43:13.309Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,7.527e-12,46.4,0.169
ALT-20260205-978352,2026-02-05T09:44:01.848Z,GNB-SYD-2043,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-2.3,1.673e-12,33.3,0.234
ALT-20260205-370305,2026-02-05T09:44:39.164Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,4.299e-12,40.2,0.576
ALT-20260205-457623,2026-02-05T09:45:02.635Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.3% — brief convergence spike,-2.4,2.456e-12,38.4,0.214
ALT-20260205-137416,2026-02-05T09:46:10.609Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,5.109e-12,22.8,0.926
ALT-20260205-969548,2026-02-05T09:46:12.379Z,LINK-SYD-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-2.7,3.646e-12,45.3,0.031
ALT-20260205-722575,2026-02-05T09:47:43.724Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.87% — transient microloop,-3.2,4.182e-12,12.9,0.116
ALT-20260205-953151,2026-02-05T09:49:27.861Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,1.000e-14,31.7,0.498
ALT-20260205-706792,2026-02-05T09:49:35.306Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,7.402e-12,32.7,0.252
ALT-20260205-821542,2026-02-05T09:50:31.359Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.32% — transient microloop,-2.3,1.037e-11,27.0,0.259
ALT-20260205-931863,2026-02-05T09:51:36.117Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,8.094e-12,14.2,0.987
ALT-20260205-873080,2026-02-05T09:52:12.240Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.76% — transient microloop,-3.4,5.853e-12,37.4,0.333
ALT-20260205-031965,2026-02-05T09:52:24.714Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.07% — transient microloop,-3.4,5.631e-12,47.7,0.067
ALT-20260205-098005,2026-02-05T09:54:05.939Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-2.9,6.294e-12,33.8,0.043
ALT-20260205-937289,2026-02-05T09:56:39.383Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-2.8,8.903e-12,18.3,0.108
ALT-20260205-160380,2026-02-05T09:58:09.651Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.4,1.000e-14,34.8,0.468
ALT-20260205-328405,2026-02-05T09:59:38.749Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,8.685e-12,32.1,0.475
ALT-20260205-912166,2026-02-05T10:00:52.534Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,6.801e-12,50.8,0.473
ALT-20260205-376881,2026-02-05T10:00:54.527Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,4.973e-12,24.8,0.771
ALT-20260205-120860,2026-02-05T10:01:19.165Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.8,3.092e-12,48.1,0.162
ALT-20260205-541596,2026-02-05T10:01:48.662Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.2% — brief convergence spike,-1.9,4.393e-12,58.4,0.001
ALT-20260205-547341,2026-02-05T10:01:55.819Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.1,4.755e-12,43.2,0.21
ALT-20260205-433920,2026-02-05T10:02:16.631Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,7.349e-12,26.2,0.312
ALT-20260205-364754,2026-02-05T10:03:51.988Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,4.952e-12,47.8,0.157
ALT-20260205-730854,2026-02-05T10:06:34.504Z,GNB-BNE-4012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-3.9,8.815e-12,28.1,0.479
ALT-20260205-424281,2026-02-05T10:07:13.931Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,9.853e-12,37.1,0.636
ALT-20260205-864722,2026-02-05T10:07:31.020Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.22% — transient microloop,-3.0,4.357e-12,41.5,0.649
ALT-20260205-208454,2026-02-05T10:08:32.165Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.78% — transient microloop,-2.5,7.251e-12,36.3,0.643
ALT-20260205-273750,2026-02-05T10:08:46.690Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,5.794e-12,31.6,0.001
ALT-20260205-780127,2026-02-05T10:08:46.764Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-4.1,2.225e-12,43.4,0.672
ALT-20260205-188693,2026-02-05T10:11:14.162Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.8,7.859e-13,38.4,0.468
ALT-20260205-102263,2026-02-05T10:12:10.828Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,8.950e-12,53.5,0.552
ALT-20260205-359943,2026-02-05T10:13:08.303Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,5.905e-12,39.0,0.245
ALT-20260205-113669,2026-02-05T10:14:00.250Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.00% — transient microloop,-3.0,4.843e-12,58.6,0.47
ALT-20260205-645056,2026-02-05T10:16:13.305Z,GNB-MEL-3012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-3.0,9.053e-12,26.3,0.38
ALT-20260205-497008,2026-02-05T10:18:33.287Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.41% — transient microloop,-2.0,4.666e-12,23.4,0.466
ALT-20260205-700045,2026-02-05T10:19:58.822Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.42% — transient microloop,-2.7,4.662e-12,33.7,0.063
ALT-20260205-503999,2026-02-05T10:22:31.277Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,3.225e-12,37.7,0.054
ALT-20260205-930379,2026-02-05T10:22:41.394Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-3.3,1.622e-12,47.1,0.484
ALT-20260205-880386,2026-02-05T10:24:22.322Z,LINK-SYD-MEL-FIBRE-02,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.4% — brief convergence spike,-2.6,9.849e-12,30.9,0.475
ALT-20260205-733709,2026-02-05T10:25:43.072Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.02% — transient microloop,-2.7,1.677e-12,26.1,0.001
ALT-20260205-341687,2026-02-05T10:26:54.280Z,LINK-SYD-MEL-FIBRE-02,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-3.8,8.367e-12,29.6,0.762
ALT-20260205-314686,2026-02-05T10:26:59.947Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.3,8.625e-12,34.6,0.779
ALT-20260205-245949,2026-02-05T10:27:38.260Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.07% — transient microloop,-2.6,1.548e-11,54.5,0.687
ALT-20260205-549028,2026-02-05T10:29:34.324Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,1.058e-11,30.7,0.331
ALT-20260205-483690,2026-02-05T10:29:34.883Z,GNB-BNE-4012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.5% — brief convergence spike,-1.8,4.920e-12,47.5,0.247
ALT-20260205-583141,2026-02-05T10:30:01.092Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.4% — brief convergence spike,-2.8,7.490e-12,33.6,0.523
ALT-20260205-347151,2026-02-05T10:32:58.834Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.4,9.480e-12,50.4,0.444
ALT-20260205-898289,2026-02-05T10:33:49.237Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.6,7.970e-12,55.7,0.433
ALT-20260205-411706,2026-02-05T10:34:32.398Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,8.220e-12,37.2,0.001
ALT-20260205-328558,2026-02-05T10:37:06.397Z,LINK-MEL-AGG-EAST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.07% — transient microloop,-2.6,1.103e-11,50.7,0.151
ALT-20260205-909481,2026-02-05T10:39:39.138Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.2,4.353e-12,51.5,0.172
ALT-20260205-503756,2026-02-05T10:41:41.387Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.42% — transient microloop,-2.3,8.007e-12,27.2,0.214
ALT-20260205-024150,2026-02-05T10:44:55.317Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,3.889e-13,26.6,0.001
ALT-20260205-669482,2026-02-05T10:45:01.398Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-2.9,5.739e-12,27.0,0.598
ALT-20260205-044173,2026-02-05T10:45:21.935Z,LINK-SYD-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.2% — brief convergence spike,-2.7,6.198e-12,34.6,0.001
ALT-20260205-115496,2026-02-05T10:45:38.466Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.1,4.825e-12,34.9,0.001
ALT-20260205-616589,2026-02-05T10:45:57.633Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,6.836e-12,29.1,0.001
ALT-20260205-246606,2026-02-05T10:46:18.743Z,LINK-MEL-AGG-EAST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.11% — transient microloop,-3.2,4.412e-12,24.3,0.564
ALT-20260205-564153,2026-02-05T10:46:37.145Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.1,1.080e-11,66.1,0.152
ALT-20260205-995549,2026-02-05T10:47:10.193Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.95% — transient microloop,-1.5,7.322e-12,48.2,0.001
ALT-20260205-318608,2026-02-05T10:49:22.881Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.03% — transient microloop,-2.1,3.190e-12,47.7,0.001
ALT-20260205-268652,2026-02-05T10:51:09.087Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,1.144e-11,31.7,0.211
ALT-20260205-787861,2026-02-05T10:52:55.665Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.48% — transient microloop,-3.2,6.835e-12,18.0,0.699
ALT-20260205-014891,2026-02-05T10:54:21.856Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.09% — transient microloop,-2.1,5.274e-12,28.6,0.515
ALT-20260205-746854,2026-02-05T10:54:54.201Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.27% — transient microloop,-2.2,4.740e-12,36.9,0.126
ALT-20260205-455889,2026-02-05T10:55:08.076Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,8.568e-13,34.9,0.535
ALT-20260205-517885,2026-02-05T10:57:34.250Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,3.302e-12,34.4,0.26
ALT-20260205-573868,2026-02-05T11:01:57.181Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,1.170e-11,50.3,0.377
ALT-20260205-650186,2026-02-05T11:05:42.601Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.6,2.576e-12,11.4,0.066
ALT-20260205-810245,2026-02-05T11:06:05.406Z,GNB-BNE-4011,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.5,7.252e-12,44.3,0.241
ALT-20260205-488317,2026-02-05T11:08:44.602Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.8,5.819e-12,37.4,0.586
ALT-20260205-010449,2026-02-05T11:09:10.752Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,4.562e-12,52.2,0.001
ALT-20260205-150363,2026-02-05T11:09:18.990Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,1.000e-14,43.3,0.701
ALT-20260205-210515,2026-02-05T11:09:33.501Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.8,9.342e-13,42.0,0.404
ALT-20260205-836595,2026-02-05T11:12:26.128Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.02% — transient microloop,-3.4,7.760e-13,29.1,0.546
ALT-20260205-667085,2026-02-05T11:13:45.648Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-1.9,5.897e-12,36.4,0.612
ALT-20260205-938794,2026-02-05T11:16:34.716Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-3.3,3.124e-12,45.0,0.716
ALT-20260205-916345,2026-02-05T11:17:27.497Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,2.278e-12,40.8,0.031
ALT-20260205-233562,2026-02-05T11:17:48.679Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.3% — brief convergence spike,-2.9,4.942e-12,55.2,0.489
ALT-20260205-180592,2026-02-05T11:18:23.028Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.4,9.503e-12,32.6,0.376
ALT-20260205-779554,2026-02-05T11:19:58.249Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.45% — transient microloop,-2.9,9.600e-12,36.0,0.001
ALT-20260205-166322,2026-02-05T11:20:10.529Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,9.387e-12,27.2,0.543
ALT-20260205-158399,2026-02-05T11:21:15.744Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-3.0,7.150e-12,24.6,0.167
ALT-20260205-925506,2026-02-05T11:23:39.557Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,5.023e-12,49.0,0.235
ALT-20260205-648829,2026-02-05T11:26:03.912Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,9.457e-12,31.8,0.443
ALT-20260205-950933,2026-02-05T11:26:21.844Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.77% — transient microloop,-2.6,6.611e-12,69.6,0.001
ALT-20260205-225441,2026-02-05T11:26:22.000Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.4,4.328e-12,33.4,0.655
ALT-20260205-120653,2026-02-05T11:26:23.753Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,4.223e-12,19.0,0.833
ALT-20260205-856598,2026-02-05T11:26:57.000Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-1.7,3.474e-12,56.5,0.31
ALT-20260205-446889,2026-02-05T11:30:04.660Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.18% — transient microloop,-2.2,5.054e-12,29.5,0.785
ALT-20260205-844568,2026-02-05T11:31:13.414Z,GNB-MEL-3012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.1% — brief convergence spike,-2.5,5.281e-12,16.4,0.001
ALT-20260205-640906,2026-02-05T11:31:32.773Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,3.719e-12,40.7,0.564
ALT-20260205-842574,2026-02-05T11:32:37.953Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,7.776e-12,49.0,1.025
ALT-20260205-427985,2026-02-05T11:34:20.220Z,LINK-SYD-AGG-NORTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-2.7,2.525e-12,43.8,0.294
ALT-20260205-320167,2026-02-05T11:37:17.519Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.11% — transient microloop,-3.2,1.000e-14,30.0,0.419
ALT-20260205-615621,2026-02-05T11:37:22.089Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,3.971e-12,19.9,0.001
ALT-20260205-453490,2026-02-05T11:37:36.180Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.85% — transient microloop,-3.5,7.449e-12,10.6,0.676
ALT-20260205-980438,2026-02-05T11:38:06.742Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.09% — transient microloop,-2.9,8.072e-12,31.0,0.981
ALT-20260205-447711,2026-02-05T11:38:32.456Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.16% — transient microloop,-2.5,4.961e-12,10.9,0.254
ALT-20260205-331853,2026-02-05T11:41:41.668Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,1.000e-14,19.9,0.001
ALT-20260205-455998,2026-02-05T11:42:17.592Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-2.7,8.577e-12,41.0,0.288
ALT-20260205-056139,2026-02-05T11:43:55.603Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.49% — transient microloop,-3.1,2.068e-12,41.2,0.001
ALT-20260205-656911,2026-02-05T11:44:00.745Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.6,3.484e-12,27.3,0.335
ALT-20260205-779106,2026-02-05T11:44:01.409Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,6.124e-12,32.9,0.228
ALT-20260205-964058,2026-02-05T11:44:55.771Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.3,5.595e-12,44.5,0.001
ALT-20260205-959473,2026-02-05T11:47:16.498Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,1.494e-12,35.9,0.2
ALT-20260205-226625,2026-02-05T11:49:58.589Z,GNB-SYD-2042,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-3.0,4.358e-12,28.5,0.001
ALT-20260205-346568,2026-02-05T11:52:14.117Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,5.331e-12,31.1,0.458
ALT-20260205-998190,2026-02-05T11:52:56.849Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.4,5.837e-12,27.7,0.421
ALT-20260205-805962,2026-02-05T11:53:19.164Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.8,4.835e-12,10,1.05
ALT-20260205-523810,2026-02-05T11:54:09.805Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.5,8.532e-12,39.9,0.077
ALT-20260205-972676,2026-02-05T11:54:15.887Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-1.8,7.015e-12,21.6,0.727
ALT-20260205-649817,2026-02-05T12:00:09.517Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.2,4.019e-12,42.6,0.003
ALT-20260205-646769,2026-02-05T12:00:43.305Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,7.326e-12,10,0.477
ALT-20260205-865740,2026-02-05T12:02:14.678Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.0,1.000e-14,18.0,0.045
ALT-20260205-157306,2026-02-05T12:02:35.067Z,LINK-MEL-AGG-EAST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.1% — brief convergence spike,-3.2,7.691e-12,38.4,0.821
ALT-20260205-792103,2026-02-05T12:02:35.482Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.7,6.151e-12,72.2,0.118
ALT-20260205-749623,2026-02-05T12:06:54.567Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.8,3.027e-12,22.0,0.959
ALT-20260205-883610,2026-02-05T12:09:30.231Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.2,2.481e-12,11.6,0.202
ALT-20260205-697535,2026-02-05T12:09:40.136Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.2,7.726e-12,24.3,0.568
ALT-20260205-864143,2026-02-05T12:10:12.013Z,LINK-SYD-MEL-FIBRE-02,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-2.3,4.018e-12,36.0,0.559
ALT-20260205-935666,2026-02-05T12:10:26.552Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.1,4.793e-12,30.6,0.707
ALT-20260205-152021,2026-02-05T12:11:19.607Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.29% — transient microloop,-3.2,3.715e-12,28.9,0.552
ALT-20260205-592345,2026-02-05T12:13:28.830Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.60% — transient microloop,-2.9,4.272e-13,21.4,0.001
ALT-20260205-987703,2026-02-05T12:14:21.546Z,GNB-SYD-2042,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.9% — brief convergence spike,-3.4,2.038e-12,17.3,0.599
ALT-20260205-359287,2026-02-05T12:16:09.726Z,GNB-MEL-3012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.35% — transient microloop,-2.7,4.991e-12,48.8,0.508
